#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100861;ХЦ-901-2757-122 мд.220 1сорт 30р. в упак;'55;30;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100862;ХЦ-901-2757-128 мд.220 1сорт 32р. в упак;'55;32;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100858;ХЦ-901-2757 мд.220 1сорт 34р. в упак;'55;34;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100859;ХЦ-901-2757 мд.220 1сорт 36р. в упак;'55;36;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100860;ХЦ-901-2757 мд.220 1сорт 38р. в упак;'55;38;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106384;ХЦ-901-2757 мд.220 1сорт 40р. в упак;'55;40;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106383;ХЦ-901-2757 мд.220 1сорт 42р. в упак;'55;42;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100854;ХЦ-901-2757 мд.220 1сорт 26р. в упак;'148;26;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100855;ХЦ-901-2757 мд.220 1сорт 28р. в упак;'148;28;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100856;ХЦ-901-2757 мд.220 1сорт 30р. в упак;'148;30;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100857;ХЦ-901-2757 мд.220 1сорт 32р. в упак;'148;32;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100861;ХЦ-901-2757-122 мд.220 1сорт 30р. в упак;'148;30;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100862;ХЦ-901-2757-128 мд.220 1сорт 32р. в упак;'148;32;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100858;ХЦ-901-2757 мд.220 1сорт 34р. в упак;'148;34;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100859;ХЦ-901-2757 мд.220 1сорт 36р. в упак;'148;36;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100860;ХЦ-901-2757 мд.220 1сорт 38р. в упак;'148;38;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106384;ХЦ-901-2757 мд.220 1сорт 40р. в упак;'148;40;330
233;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106383;ХЦ-901-2757 мд.220 1сорт 42р. в упак;'148;42;330
234;007_sauna;SPA;Cleanelly Perfetto;;;Полотенце махровое;Senso;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118428;ПЦ-130.28-3539-2 1сорт;'20000;45X90;550
234;007_sauna;SPA;Cleanelly Perfetto;;;Полотенце махровое;Senso;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118428;ПЦ-130.28-3539-1 1сорт;'10000;45X90;550
235;007_sauna;SPA;Cleanelly Perfetto;;;Полотенце махровое;Senso;Полотенце;новинка;;;;Махра;;;ParentSome;;Т112982;ПЦ-119.28-3539 1сорт;'20000;90X150;530
235;007_sauna;SPA;Cleanelly Perfetto;;;Полотенце махровое;Senso;Полотенце;новинка;;;;Махра;;;ParentSome;;Т112982;ПЦ-119.28-3539 1сорт;'10000;90X150;530
236;007_sauna;SPA;Cleanelly Perfetto;;;Полотенце махровое;Senso;Полотенце;новинка;;;;Махра;;;ParentOne;;Т112934;ПЦ-118.28-03538 1сорт;'10000;90X180;500
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114183;ХЦ-10.159-3540 мд.146 ж 1сорт 42р. (3021);'11-0107;42;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114184;ХЦ-10.159-3540 мд.146 ж 1сорт 44р. (3021);'11-0107;44;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114185;ХЦ-10.159-3540 мд.146 ж 1сорт 46р. (3021);'11-0107;46;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114186;ХЦ-10.159-3540 мд.146 ж 1сорт 48р. (3021);'11-0107;48;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114187;ХЦ-10.159-3540 мд.146 ж 1сорт 50р. (3021);'11-0107;50;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114188;ХЦ-10.159-3540 мд.146 ж 1сорт 52р. (3021);'11-0107;52;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114189;ХЦ-10.159-3540 мд.146 ж 1сорт 54р. (3021);'11-0107;54;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114190;ХЦ-10.159-3540 мд.147 ж 1сорт 42р. (3021);'11-0107;42;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114191;ХЦ-10.159-3540 мд.147 ж 1сорт 44р. (3021);'11-0107;44;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114192;ХЦ-10.159-3540 мд.147 ж 1сорт 46р. (3021);'11-0107;46;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114194;ХЦ-10.159-3540 мд.147 ж 1сорт 48р. (3021);'11-0107;48;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114196;ХЦ-10.159-3540 мд.147 ж 1сорт 50р. (3021);'11-0107;50;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114197;ХЦ-10.159-3540 мд.147 ж 1сорт 52р. (3021);'11-0107;52;266
237;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат женский;;;;;Вафля;;;ParentSome;;Т114198;ХЦ-10.159-3540 мд.147 ж 1сорт 54р. (3021);'11-0107;54;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114199;ХЦ-10.159-3540 мд.146 м 1сорт 48р. (3021);'16-1107;48;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114200;ХЦ-10.159-3540 мд.146 м 1сорт 50р. (3021);'16-1107;50;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114201;ХЦ-10.159-3540 мд.146 м 1сорт 52р. (3021);'16-1107;52;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114202;ХЦ-10.159-3540 мд.146 м 1сорт 54р. (3021);'16-1107;54;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114203;ХЦ-10.159-3540 мд.146 м 1сорт 56р. (3021);'16-1107;56;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114204;ХЦ-10.159-3540 мд.146 м 1сорт 58р. (3021);'16-1107;58;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114205;ХЦ-10.159-3540 мд.147 м 1сорт 48р. (3021);'16-1107;48;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114206;ХЦ-10.159-3540 мд.147 м 1сорт 50р. (3021);'16-1107;50;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114207;ХЦ-10.159-3540 мд.147 м 1сорт 52р. (3021);'16-1107;52;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114208;ХЦ-10.159-3540 мд.147 м 1сорт 54р. (3021);'16-1107;54;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114209;ХЦ-10.159-3540 мд.147 м 1сорт 56р. (3021);'16-1107;56;266
238;007_sauna;SPA;Cleanelly Perfetto;;;Халат вафельный;Senso;Халат мужской;;;;;Вафля;;;ParentSome;;Т114210;ХЦ-10.159-3540 мд.147 м 1сорт 58р. (3021);'16-1107;58;266
239;007_sauna;SPA;Cleanelly;;;Комплект для сауны махровый;Spa;Комплект для сауны;;;;;Махра;;;ParentOne;;Т085492;КЦ-1242/1905 1сорт (3006);'10000;66X150, 50X90;420
240;007_sauna;SPA;Cleanelly;;;Комплект для сауны махровый;Termale;Комплект для сауны;;;;;Махра;;;ParentOne;;Т106866;КЦ-1242/4011 1сорт (3006);'10000;66X150, 50X90;420
241;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;Deluxe;Полотенце;;;;;Махра;;;ParentSome;;Т104006;ПТО-597-020/515 1сорт;'101;50X70;515
241;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;Deluxe;Полотенце;;;;;Махра;;;ParentSome;;Т103997;ПТО-697-020/500 1сорт;'101;50X100;500
241;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;Deluxe;Полотенце;;;;;Махра;;;ParentSome;;Т104015;ПТО-797-020/490 1сорт;'101;70X140;490
242;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;INN;Полотенце;;;;;Махра;;;ParentSome;;Т103710;ПТО-507-020/380 1сорт;'101;50X70;380
242;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;INN;Полотенце;;;;;Махра;;;ParentSome;;Т102965;ПТО-607-020/380 1сорт;'101;50X100;380
242;008_hotel;Отель;DM Lux;;;Полотенце махровые с П/Э в утке;INN;Полотенце;;;;;Махра;;;ParentSome;;Т103717;ПТО-707-020/380 1сорт;'101;70X140;380
243;008_hotel;Отель;DM Lux;;;Полотенце махровое;Hotel;Полотенце;;;;;Махра;;;ParentSome;;Т090802;ПТО-543-02222 1сорт;'101;50X70;560
243;008_hotel;Отель;DM Lux;;;Полотенце махровое;Hotel;Полотенце;;;;;Махра;;;ParentSome;;Т090803;ПТО-643-02222 1сорт;'101;50X100;550
243;008_hotel;Отель;DM Lux;;;Полотенце махровое;Hotel;Полотенце;;;;;Махра;;;ParentSome;;Т090804;ПТО-743-02222 1сорт;'101;70X140;540
243;008_hotel;Отель;DM Lux;;;Полотенце махровое;Hotel;Полотенце;;;;;Махра;;;ParentSome;;Т106443;ПТО-1243-02222 1сорт;'101;100X150;550
244;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053569;ПТ-503-20/460 1сорт;'101;50X70;460
244;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053454;ПТ-603-20/460 1сорт;'101;50X100;460
244;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053465;ПТ-703-20/460 1сорт;'101;70X140;460
245;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053532;ПТ-501-20/460 1сорт;'101;50X70;460
245;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053687;ПТ-601-20/460 1сорт;'101;50X100;460
245;008_hotel;Отель;DM Lux;;;Полотенце махровое;Da bagno;Полотенце;;;;;Махра;;;ParentSome;;Т053533;ПТ-701-20/460 1сорт;'101;70X140;460
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105744;ХЦ-110.01-20/340 мд.32 1сорт 48р.;'101;48;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105745;ХЦ-110.01-20/340 мд.32 1сорт 50р.;'101;50;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105746;ХЦ-110.01-20/340 мд.32 1сорт 52р.;'101;52;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105747;ХЦ-110.01-20/340 мд.32 1сорт 54р.;'101;54;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105748;ХЦ-110.01-20/340 мд.32 1сорт 56р.;'101;56;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105749;ХЦ-110.01-20/340 мд.32 1сорт 58р.;'101;58;340
246;008_hotel;Отель;DM Lux;;;Халат махровый;Da bagno;Халат (отель);;;;;Махра;;;ParentSome;;Т105750;ХЦ-110.01-20/340 мд.32 1сорт 60р.;'101;60;340
247;008_hotel;Отель;DM Lux;;;Халат махровый;Levita;Халат женский (отель);новинка;износостойкость;;;Махра;;;ParentSome;;Т121506;ХЦ-135.159-4152 мд.25 ж 1сорт 44р.;'11-0601;44;280
247;008_hotel;Отель;DM Lux;;;Халат махровый;Levita;Халат женский (отель);новинка;износостойкость;;;Махра;;;ParentSome;;Т121507;ХЦ-135.159-4152 мд.25 ж 1сорт 46р.;'11-0601;46;280
247;008_hotel;Отель;DM Lux;;;Халат махровый;Levita;Халат женский (отель);новинка;износостойкость;;;Махра;;;ParentSome;;Т121508;ХЦ-135.159-4152 мд.25 ж 1сорт 48р.;'11-0601;48;280
247;008_hotel;Отель;DM Lux;;;Халат махровый;Levita;Халат женский (отель);новинка;износостойкость;;;Махра;;;ParentSome;;Т121509;ХЦ-135.159-4152 мд.25 ж 1сорт 50р.;'11-0601;50;280
247;008_hotel;Отель;DM Lux;;;Халат махровый;Levita;Халат женский (отель);новинка;износостойкость;;;Махра;;;ParentSome;;Т121510;ХЦ-135.159-4152 мд.25 ж 1сорт 52р.;'11-0601;52;280
